1 11.054377 91.051809 52367.589012
2 5.838280 45.820086  428.866663
4 2.858182 23.177143  214.770851
6 3.324793 17.684434   161.704996
8 2.176431 13.543908   114.176611
10 2.213717 13.769089  119.164724
12 2.201942 13.894319  92.206402
14 2.376216 15.438222  96.593168
16 2.371759 10.095204  77.960126
