1 103.508592 91.051809
2 49.570555 45.820086
4 23.759898 23.177143
6 16.418051 17.684434
8 13.924236 13.543908
10 12.015991 13.769089
12 10.681029 13.894319
14 10.233057 15.438222
16 10.000797 10.095204
