1  11.606120 103.508592 21563.341690
2  5.957343 49.570555   428.923978
4  2.952179 23.759898   202.884183
6  2.301552 16.418051   136.972884
8  2.084292 13.924236   115.721763
10  1.864659 12.015991  97.816673
12  1.678449 10.681029  85.759401
14  1.713133 10.233057  79.410850
16  1.653666 10.000797  75.985055
