1  21563.341690 52367.589012
2  428.923978  428.866663
4  202.884183  214.770851
6  136.972884  161.704996
8  115.721763  114.176611
10 97.816673   119.164724
12  85.759401  92.206402
14  79.410850  96.593168
16  75.985055  77.960126
