 1  6.381851     6.702275   7.165880
 2  3.512332     3.682197   3.948655
 4  2.052180     2.178945   2.442334
 6  1.591396     1.695846   1.980562
 8  1.440157     1.539675   1.877773
 10 1.539052     1.609514   1.957405
 12 1.451755     1.490501   1.891952
 14 1.410047     1.443932   1.838268
 16 1.329016     1.380615   1.774881



