

1     0.00572	0.00491      0.00490
2     0.00565	0.00490      0.00485
4     0.00563	0.00490      0.00482
6     0.00567	0.00490      0.00485
8     0.00563	0.00491      0.00484
10    0.00566	0.00491      0.00486
12    0.00563	0.00489      0.00483
14    0.00560	0.00492      0.00484
16    0.00565     0.00492      0.00485
