1	0.00452   0.00355  0.00349
2	0.00448   0.00353  0.00346
4	0.00438   0.00354  0.00340
6	0.00444   0.00354  0.00347
8	0.00448   0.00352  0.00348
10	0.00448   0.00354  0.00346
12	0.00447   0.00354  0.00347
14	0.00442   0.00354  0.00348
16	0.00442   0.00355  0.00346
								
								
