    1  328.209   6.85635  0.184815  0.00628371
    2  330.347   6.99386  0.183274  0.0064601
    4  331.328   6.86073  0.187171  0.0063797
    6  329.961   6.81536  0.185236  0.00656818
    8  325.75    6.93974  0.180188  0.00679116
    10 321.297   7.01617  0.181102  0.00911315
    12 331.998   6.88441  0.184063  0.00716667
    14 326.713   6.87355  0.187119  0.00752991
    16 327.118   6.83272  0.18696   0.00769098
