1  31.55 258.28 1778.37
2  22.44 179.70 1252.74
4  11.87 95.27  637.27
6  8.56  70.24  464.94
8  8.07  65.89  444.77
10 6.18  56.76  346.94
12 5.42  45.37  318.80
14 5.47  54.05  314.44
16 5.54  46.19  292.82
